Timestamp,GasPrice
2025-03-02 23:35:20.276536+00:00,0.98623892
2025-03-02 23:35:21.880919+00:00,0.98623892
2025-03-02 23:35:23.523779+00:00,0.98623892
2025-03-02 23:35:25.057427+00:00,0.98623892
2025-03-02 23:35:26.563330+00:00,0.98623892
2025-03-02 23:35:28.084302+00:00,0.98623892
2025-03-02 23:35:29.639634+00:00,0.98623892
2025-03-02 23:35:31.138764+00:00,0.98623892
2025-03-02 23:35:32.658312+00:00,0.98623892
2025-03-02 23:35:34.128269+00:00,0.98623892
2025-03-02 23:35:35.684632+00:00,1.059923831
2025-03-02 23:35:37.165685+00:00,1.059923831
2025-03-02 23:35:38.701785+00:00,1.059923831
2025-03-02 23:35:40.178513+00:00,1.059923831
2025-03-02 23:35:41.697502+00:00,1.059923831
2025-03-02 23:35:43.201776+00:00,1.059923831
2025-03-02 23:35:44.785419+00:00,1.059923831
2025-03-02 23:35:46.297143+00:00,1.059923831
2025-03-02 23:35:47.824444+00:00,1.059923831
2025-03-02 23:35:49.377188+00:00,1.059923831
2025-03-02 23:35:50.879241+00:00,1.059923831
2025-03-02 23:35:52.407115+00:00,1.059923831
2025-03-02 23:35:53.945126+00:00,1.059923831
2025-03-02 23:35:55.491015+00:00,1.059923831
2025-03-02 23:35:57.087961+00:00,1.181622449
2025-03-02 23:35:58.634556+00:00,1.181622449
2025-03-02 23:36:00.258769+00:00,1.181622449
2025-03-02 23:36:01.805353+00:00,1.181622449
2025-03-02 23:36:03.379614+00:00,1.181622449
2025-03-02 23:36:04.921106+00:00,1.181622449
2025-03-02 23:36:06.443218+00:00,1.1920669
2025-03-02 23:36:08.130077+00:00,1.1920669
2025-03-02 23:36:09.646823+00:00,1.1920669
2025-03-02 23:36:11.214309+00:00,1.1920669
2025-03-02 23:36:12.781398+00:00,1.1920669
2025-03-02 23:36:14.270930+00:00,1.1920669
2025-03-02 23:36:15.732300+00:00,1.1920669
2025-03-02 23:36:17.307054+00:00,1.198352773
2025-03-02 23:36:18.834706+00:00,1.198352773
2025-03-02 23:36:20.481436+00:00,1.198352773
2025-03-02 23:36:22.305371+00:00,1.198352773
2025-03-02 23:36:24.015092+00:00,1.198352773
2025-03-02 23:36:25.614709+00:00,1.198352773
2025-03-02 23:36:27.324656+00:00,1.198352773
2025-03-02 23:36:28.892299+00:00,1.198352773
2025-03-02 23:36:30.496031+00:00,1.198352773
2025-03-02 23:36:32.057080+00:00,1.198352773
2025-03-02 23:36:33.626975+00:00,1.198352773
2025-03-02 23:36:35.171181+00:00,1.198352773
2025-03-02 23:36:39.782521+00:00,1.154396609
2025-03-02 23:36:41.294269+00:00,1.154396609
2025-03-02 23:36:42.853735+00:00,1.154396609
2025-03-02 23:36:44.408307+00:00,1.154396609
2025-03-02 23:36:46.061858+00:00,1.147267417
2025-03-02 23:36:47.694027+00:00,1.147267417
2025-03-02 23:36:49.166997+00:00,1.147267417
2025-03-02 23:36:50.637056+00:00,1.147267417
2025-03-02 23:36:52.159275+00:00,1.147267417
2025-03-02 23:36:53.656190+00:00,1.147267417
2025-03-02 23:36:55.162638+00:00,1.147267417
2025-03-02 23:36:56.686562+00:00,1.134737074
2025-03-02 23:36:58.226744+00:00,1.134737074
2025-03-02 23:36:59.751969+00:00,1.134737074
2025-03-02 23:37:01.271301+00:00,1.134737074
2025-03-02 23:37:02.821180+00:00,1.134737074
2025-03-02 23:37:04.310438+00:00,1.134737074
2025-03-02 23:37:05.806099+00:00,1.134737074
2025-03-02 23:37:07.304329+00:00,1.092712686
2025-03-02 23:37:08.854312+00:00,1.092712686
2025-03-02 23:37:13.144346+00:00,1.092712686
2025-03-02 23:37:15.387858+00:00,1.092712686
2025-03-02 23:37:17.166911+00:00,1.101594362
2025-03-02 23:37:19.055647+00:00,1.101594362
2025-03-02 23:37:20.570759+00:00,1.101594362
2025-03-02 23:37:22.079831+00:00,1.101594362
2025-03-02 23:37:23.588355+00:00,1.101594362
2025-03-02 23:37:25.092195+00:00,1.101594362
2025-03-02 23:37:26.610075+00:00,1.00403167
2025-03-02 23:37:28.072006+00:00,1.00403167
2025-03-02 23:37:29.553557+00:00,1.00403167
2025-03-02 23:37:31.051168+00:00,1.00403167
2025-03-02 23:37:32.513408+00:00,1.00403167
2025-03-02 23:37:34.046170+00:00,1.00403167
2025-03-02 23:37:35.592725+00:00,1.00403167
2025-03-02 23:37:37.119790+00:00,1.00403167
2025-03-02 23:37:38.641582+00:00,1.00403167
2025-03-02 23:37:40.130887+00:00,1.00403167
2025-03-02 23:37:41.632327+00:00,1.00403167
2025-03-02 23:37:43.182114+00:00,1.00403167
