Timestamp,GasPrice
2025-03-02 22:28:27.774864+00:00,1.213409302
2025-03-02 22:28:29.261922+00:00,1.213409302
2025-03-02 22:28:30.859830+00:00,1.213409302
2025-03-02 22:28:32.508738+00:00,1.161567191
2025-03-02 22:28:34.191870+00:00,1.161567191
2025-03-02 22:28:35.758615+00:00,1.161567191
2025-03-02 22:28:37.713637+00:00,1.161567191
2025-03-02 22:28:39.355987+00:00,1.161567191
2025-03-02 22:28:40.887026+00:00,1.161567191
2025-03-02 22:28:42.485619+00:00,1.158058452
2025-03-02 22:28:44.083899+00:00,1.158058452
2025-03-02 22:28:45.782795+00:00,1.158058452
2025-03-02 22:28:47.280624+00:00,1.158058452
2025-03-02 22:28:48.803498+00:00,1.158058452
2025-03-02 22:28:50.490878+00:00,1.158058452
2025-03-02 22:28:52.296399+00:00,1.050880424
2025-03-02 22:28:53.922379+00:00,1.050880424
2025-03-02 22:28:56.587940+00:00,1.050880424
2025-03-02 22:28:58.290182+00:00,1.050880424
2025-03-02 22:28:59.838663+00:00,1.050880424
2025-03-02 22:29:01.515030+00:00,1.050880424
2025-03-02 22:29:03.108782+00:00,1.050880424
2025-03-02 22:29:04.672962+00:00,1.050880424
2025-03-02 22:29:06.262672+00:00,1.050880424
2025-03-02 22:29:08.010024+00:00,1.050880424
2025-03-02 22:29:12.794394+00:00,1.159156852
2025-03-02 22:29:14.754153+00:00,1.159156852
2025-03-02 22:29:16.286016+00:00,1.159156852
2025-03-02 22:29:17.860358+00:00,1.159156852
2025-03-02 22:29:19.454277+00:00,1.159156852
2025-03-02 22:29:20.991046+00:00,1.159156852
2025-03-02 22:29:22.764030+00:00,1.178894068
2025-03-02 22:29:25.423841+00:00,1.178894068
2025-03-02 22:29:27.058077+00:00,1.178894068
2025-03-02 22:29:28.661438+00:00,1.178894068
2025-03-02 22:29:30.231027+00:00,1.178894068
2025-03-02 22:29:31.825647+00:00,1.178894068
2025-03-02 22:29:33.461397+00:00,1.135298596
2025-03-02 22:29:35.064721+00:00,1.135298596
2025-03-02 22:29:36.662615+00:00,1.135298596
2025-03-02 22:29:38.665239+00:00,1.135298596
2025-03-02 22:29:40.562427+00:00,1.135298596
2025-03-02 22:29:42.228842+00:00,1.107529352
2025-03-02 22:29:43.829926+00:00,1.107529352
2025-03-02 22:29:45.420574+00:00,1.107529352
2025-03-02 22:29:46.940654+00:00,1.107529352
2025-03-02 22:29:48.543867+00:00,1.107529352
2025-03-02 22:29:50.171045+00:00,1.107529352
2025-03-02 22:29:51.829113+00:00,1.107529352
2025-03-02 22:29:53.641079+00:00,1.114583483
2025-03-02 22:29:55.396212+00:00,1.114583483
2025-03-02 22:29:57.056591+00:00,1.114583483
2025-03-02 22:29:58.617177+00:00,1.114583483
2025-03-02 22:30:00.181736+00:00,1.114583483
2025-03-02 22:30:01.762026+00:00,1.114583483
2025-03-02 22:30:03.341878+00:00,1.067008734
2025-03-02 22:30:04.935851+00:00,1.067008734
2025-03-02 22:30:06.521514+00:00,1.067008734
2025-03-02 22:30:08.302007+00:00,1.067008734
2025-03-02 22:30:09.940086+00:00,1.067008734
2025-03-02 22:30:11.592661+00:00,1.067008734
2025-03-02 22:30:13.196925+00:00,1.067008734
2025-03-02 22:30:14.766287+00:00,1.067008734
2025-03-02 22:30:16.383966+00:00,1.067008734
2025-03-02 22:30:17.873278+00:00,1.067008734
2025-03-02 22:30:19.389352+00:00,1.067008734
2025-03-02 22:30:20.992893+00:00,1.067008734
2025-03-02 22:30:22.593753+00:00,1.121312513
2025-03-02 22:30:27.311545+00:00,1.121312513
2025-03-02 22:30:28.859918+00:00,1.121312513
2025-03-02 22:30:30.442892+00:00,1.121312513
2025-03-02 22:30:32.119519+00:00,1.121312513
2025-03-02 22:30:33.681568+00:00,1.072445251
