Timestamp,GasPrice,MinutesElapsed
2025-03-03 15:17:06.021789+00:00,3.692038355,0.0
2025-03-03 15:17:07.492305+00:00,3.692038355,0.0245086
2025-03-03 15:17:08.962576+00:00,3.692038355,0.04901311666666666
2025-03-03 15:17:10.433996+00:00,3.692038355,0.07353678333333334
2025-03-03 15:17:11.909746+00:00,3.692038355,0.09813261666666667
2025-03-03 15:17:13.417388+00:00,3.899254421,0.12325998333333334
2025-03-03 15:17:14.973397+00:00,3.899254421,0.14919346666666666
2025-03-03 15:17:16.471913+00:00,3.899254421,0.17416873333333335
2025-03-03 15:17:17.929505+00:00,3.899254421,0.19846193333333334
2025-03-03 15:17:19.409068+00:00,3.899254421,0.22312131666666665
2025-03-03 15:17:20.969059+00:00,3.899254421,0.24912116666666667
2025-03-03 15:17:22.447765+00:00,3.899254421,0.27376626666666665
2025-03-03 15:17:23.943159+00:00,3.880591764,0.2986895
2025-03-03 15:17:25.540823+00:00,3.880591764,0.32531723333333334
2025-03-03 15:17:27.407940+00:00,3.880591764,0.35643585000000005
2025-03-03 15:17:29.091890+00:00,3.880591764,0.38450168333333334
2025-03-03 15:17:30.870628+00:00,3.880591764,0.4141473166666667
2025-03-03 15:17:32.699494+00:00,3.880591764,0.44462841666666664
2025-03-03 15:17:34.448775+00:00,3.847489479,0.4737831
2025-03-03 15:17:35.991002+00:00,3.847489479,0.49948688333333335
2025-03-03 15:17:37.941238+00:00,3.847489479,0.5319908166666667
2025-03-03 15:17:39.632828+00:00,3.847489479,0.5601839833333333
2025-03-03 15:17:41.313331+00:00,3.847489479,0.5881923666666666
2025-03-03 15:17:43.880864+00:00,3.58797345,0.6309845833333333
2025-03-03 15:17:45.605607+00:00,3.58797345,0.6597303
2025-03-03 15:17:47.509052+00:00,3.58797345,0.6914543833333333
2025-03-03 15:17:49.157249+00:00,3.58797345,0.7189243333333334
2025-03-03 15:17:51.030242+00:00,3.58797345,0.7501408833333334
2025-03-03 15:17:52.774612+00:00,3.58797345,0.7792137166666666
2025-03-03 15:17:54.390300+00:00,3.471524713,0.8061418499999999
2025-03-03 15:17:55.874758+00:00,3.471524713,0.8308828166666667
2025-03-03 15:17:57.428246+00:00,3.471524713,0.8567742833333334
2025-03-03 15:17:59.041120+00:00,3.471524713,0.8836555166666666
2025-03-03 15:18:00.765794+00:00,3.471524713,0.9124000833333333
2025-03-03 15:18:02.382280+00:00,3.471524713,0.9393415166666668
2025-03-03 15:18:03.904707+00:00,3.471524713,0.9647152999999999
2025-03-03 15:18:05.585822+00:00,3.471524713,0.9927338833333333
2025-03-03 15:18:07.180534+00:00,3.471524713,1.0193124166666667
2025-03-03 15:18:09.068299+00:00,3.471524713,1.0507751666666667
2025-03-03 15:18:10.601027+00:00,3.471524713,1.0763206333333335
2025-03-03 15:18:12.075277+00:00,3.471524713,1.1008914666666667
2025-03-03 15:18:13.705808+00:00,3.313226827,1.1280669833333334
2025-03-03 15:18:15.241385+00:00,3.313226827,1.1536599333333333
2025-03-03 15:18:16.849114+00:00,3.313226827,1.1804554166666668
2025-03-03 15:18:18.486314+00:00,3.313226827,1.2077420833333332
2025-03-03 15:18:20.022608+00:00,3.313226827,1.2333469833333335
2025-03-03 15:18:21.596454+00:00,3.313226827,1.2595777499999998
2025-03-03 15:18:23.299793+00:00,3.395956773,1.2879667333333333
2025-03-03 15:18:24.867436+00:00,3.395956773,1.3140941166666666
2025-03-03 15:18:26.454865+00:00,3.395956773,1.3405512666666666
2025-03-03 15:18:28.111684+00:00,3.395956773,1.3681649166666667
2025-03-03 15:18:29.646839+00:00,3.395956773,1.3937508333333333
